kanji,kana,level
税,ぜい,n3
性格,せいかく,n3
正確,せいかく,n3
世紀,せいき,n3
請求,せいきゅう,n3
税金,ぜいきん,n3
清潔,せいけつ,n3
制限,せいげん,n3
成功,せいこう,n3
生産,せいさん,n3
正式,せいしき,n3
精神,せいしん,n3
成人,せいじん,n3
精々,せいぜい,n3
成績,せいせき,n3
製造,せいぞう,n3
贅沢,ぜいたく,n3
成長,せいちょう,n3
制度,せいど,n3
青年,せいねん,n3
製品,せいひん,n3
政府,せいふ,n3
生物,せいぶつ,n3
生命,せいめい,n3
整理,せいり,n3
咳,せき,n3
石炭,せきたん,n3
責任,せきにん,n3
石油,せきゆ,n3
世間,せけん,n3
説,せつ,n3
積極的,せっきょくてき,n3
設計,せっけい,n3
絶対,ぜったい,n3
セット,セット,n3
設備,せつび,n3
絶滅,ぜつめつ,n3
節約,せつやく,n3
是非,ぜひ,n3
責める,せめる,n3
世話,せわ,n3
善,ぜん,n3
全,ぜん,n3
全員,ぜんいん,n3
専攻,せんこう,n3
全国,ぜんこく,n3
先日,せんじつ,n3
前者,ぜんしゃ,n3
選手,せんしゅ,n3
前進,ぜんしん,n3
全然,ぜんぜん,n3
センター,センター,n3
全体,ぜんたい,n3
選択,せんたく,n3
そう,そう,n3
象,ぞう,n3
騒音,そうおん,n3
増加,ぞうか,n3
操作,そうさ,n3
掃除,そうじ,n3
想像,そうぞう,n3
相続,そうぞく,n3
相談,そうだん,n3
装置,そうち,n3
相当,そうとう,n3
速度,そくど,n3
そこ,そこ,n3
底,そこ,n3
そこで,そこで,n3
組織,そしき,n3
そして,そして,n3
注ぐ,そそぐ,n3
育つ,そだつ,n3
そっくり,そっくり,n3
そっと,そっと,n3
袖,そで,n3
備える,そなえる,n3
その,その,n3
そのうち,そのうち,n3
そのまま,そのまま,n3
側,そば,n3
ソファー,ソファー,n3
粗末,そまつ,n3
それ,それ,n3
それぞれ,それぞれ,n3
それでも,それでも,n3
それと,それと,n3
それとも,それとも,n3
損,そん,n3
損害,そんがい,n3
尊敬,そんけい,n3
存在,そんざい,n3
尊重,そんちょう,n3
田,た,n3
他,た,n3
対,たい,n3
大,だい,n3
台,だい,n3
題,だい,n3
体育,たいいく,n3
体温,たいおん,n3
大会,たいかい,n3
大気,たいき,n3
代金,だいきん,n3
退屈,たいくつ,n3
滞在,たいざい,n3
大使,たいし,n3
大した,たいした,n3
対象,たいしょう,n3
大臣,だいじん,n3
対する,たいする,n3
大戦,たいせん,n3
大抵,たいてい,n3
態度,たいど,n3
大統領,だいとうりょう,n3
大半,たいはん,n3
代表,だいひょう,n3
大部分,だいぶぶん,n3
タイプライター,タイプライター,n3
大変,たいへん,n3
逮捕,たいほ,n3
ダイヤ,ダイヤ,n3
太陽,たいよう,n3
平ら,たいら,n3
代理,だいり,n3
大陸,たいりく,n3
倒す,たおす,n3
タオル,タオル,n3
だが,だが,n3
互い,たがい,n3
宝,たから,n3
だから,だから,n3
宅,たく,n3
だけど,だけど,n3
確かめる,たしかめる,n3
多少,たしょう,n3
助ける,たすける,n3
ただ,ただ,n3
唯,ただ,n3
戦い,たたかい,n3
戦う,たたかう,n3
叩く,たたく,n3
直ちに,ただちに,n3
立ち上が,たちあがる,n3
立場,たちば,n3
経つ,たつ,n3
達する,たっする,n3
唯,たった,n3
だって,だって,n3
たっぷり,たっぷり,n3
縦,たて,n3
たとえ,たとえ,n3
谷,たに,n3
他人,たにん,n3
種,たね,n3
束,たば,n3
度,たび,n3
旅,たび,n3
たびたび,たびたび,n3
多分,たぶん,n3
玉,たま,n3
球,たま,n3
弾,たま,n3
偶,たま,n3
偶々,たまたま,n3
たまらない,たまらない,n3
黙る,だまる,n3
駄目,だめ,n3
試し,ためし,n3
試す,ためす,n3
便り,たより,n3
頼る,たよる,n3
誰か,だれか,n3
段,だん,n3
単位,たんい,n3
単語,たんご,n3
男子,だんし,n3
単純,たんじゅん,n3
誕生,たんじょう,n3
ダンス,ダンス,n3
団体,だんたい,n3
担当,たんとう,n3
単なる,たんなる,n3
単に,たんに,n3
地,ち,n3
地位,ちい,n3
地域,ちいき,n3
チーズ,チーズ,n3
チーム,チーム,n3
知恵,ちえ,n3
地下,ちか,n3
違い,ちがい,n3
違いない,ちがいない,n3
近頃,ちかごろ,n3
地球,ちきゅう,n3
地区,ちく,n3
遅刻,ちこく,n3
知事,ちじ,n3
知識,ちしき,n3
父親,ちちおや,n3
知能,ちのう,n3
地平線,ちへいせん,n3
地方,ちほう,n3
茶,ちゃ,n3
チャンス,チャンス,n3
ちゃんと,ちゃんと,n3
中,ちゅう,n3
注,ちゅう,n3
中央,ちゅうおう,n3
中学,ちゅうがく,n3
中古,ちゅうこ,n3
中止,ちゅうし,n3
駐車,ちゅうしゃ,n3
昼食,ちゅうしょく,n3
中心,ちゅうしん,n3
注目,ちゅうもく,n3
注文,ちゅうもん,n3
長期,ちょうき,n3
調査,ちょうさ,n3
調子,ちょうし,n3
頂上,ちょうじょう,n3
ちょうだい,ちょうだい,n3
貯金,ちょきん,n3
直接,ちょくせつ,n3
著者,ちょしゃ,n3
遂に,ついに,n3
通過,つうか,n3
通学,つうがく,n3
通行,つうこう,n3
通じる,つうじる,n3
通信,つうしん,n3
捕まる,つかまる,n3
掴む,つかむ,n3
疲れ,つかれ,n3
月,つき,n3
付き合い,つきあい,n3
次々,つぎつぎ,n3
就く,つく,n3
注ぐ,つぐ,n3
付ける,つける,n3
土,つち,n3
続き,つづき,n3
包み,つつみ,n3
勤め,つとめ,n3
務め,つとめ,n3
繋ぐ,つなぐ,n3
常に,つねに,n3
翼,つばさ,n3
つまり,つまり,n3
罪,つみ,n3
詰める,つめる,n3
積もる,つもる,n3
梅雨,つゆ,n3
辛い,つらい,n3
釣,つり,n3
連れ,つれ,n3
で,で,n3
出会い,であい,n3
出会う,であう,n3
提案,ていあん,n3
定期,ていき,n3
抵抗,ていこう,n3
提出,ていしゅつ,n3
程度,ていど,n3
停留所,ていりゅうじょ,n3
デート,デート,n3
敵,てき,n3
出来事,できごと,n3
適する,てきする,n3
適切,てきせつ,n3
適度,てきど,n3
適用,てきよう,n3
できる,（可能。出現。,n3
発生）,発生）,n3
出来るだ,できるだけ,n3
できれば,できれば,n3
手品,てじな,n3
ですから,ですから,n3
鉄,てつ,n3
哲学,てつがく,n3
手伝い,てつだい,n3
徹底,てってい,n3
鉄道,てつどう,n3
徹夜,てつや,n3
では,では,n3
手間,てま,n3
でも,でも,n3
デモ,デモ,n3
典型,てんけい,n3
天候,てんこう,n3
電子,でんし,n3
テント,テント,n3
伝統,でんとう,n3
天然,てんねん,n3
度,ど,n3
問い,とい,n3
党,とう,n3
塔,とう,n3
どう,どう,n3
答案,とうあん,n3
同一,どういつ,n3
どうか,どうか,n3
当時,とうじ,n3
動詞,どうし,n3
同時,どうじ,n3
どうしても,どうしても,n3
到着,とうちゃく,n3
道徳,どうとく,n3
投票,とうひょう,n3
同様,どうよう,n3
同僚,どうりょう,n3
道路,どうろ,n3
十,とお,n3
通す,とおす,n3
通り,とおり,n3
通り過ぎ,とおりすぎる,n3
都会,とかい,n3
時,とき,n3
解く,とく,n3
毒,どく,n3
得意,とくい,n3
読書,どくしょ,n3
独身,どくしん,n3
特徴,とくちょう,n3
独特,どくとく,n3
独立,どくりつ,n3
解ける,とける,n3
どこか,どこか,n3
ところが,ところが,n3
ところで,ところで,n3
登山,とざん,n3
都市,とし,n3
年月,としつき,n3
図書,としょ,n3
年寄,としより,n3
閉じる,とじる,n3
途端,とたん,n3
土地,とち,n3
突然,とつぜん,n3
トップ,トップ,n3
届く,とどく,n3
とにかく,とにかく,n3
飛ばす,とばす,n3
飛び出す,とびだす,n3
留める,とめる,n3
友,とも,n3
共に,ともに,n3
土曜,どよう,n3
虎,とら,n3
ドライブ,ドライブ,n3
トラック,トラック,n3
ドラマ,ドラマ,n3
トランプ,トランプ,n3
取り上げ,とりあげる,n3
努力,どりょく,n3
どれ,どれ,n3
ドレス,ドレス,n3
取れる,とれる,n3
泥,どろ,n3
とん,とん,n3
根,ね,n3
値,ね,n3
願い,ねがい,n3
願う,ねがう,n3
鼠,ねずみ,n3
値段,ねだん,n3
熱心,ねっしん,n3
熱帯,ねったい,n3
熱中,ねっちゅう,n3
年間,ねんかん,n3
年月,ねんげつ,n3
年中,ねんじゅう,n3
年代,ねんだい,n3
年齢,ねんれい,n3
野,の,n3
能,のう,n3
農家,のうか,n3
農業,のうぎょう,n3
農民,のうみん,n3
能力,のうりょく,n3
ノー,ノー,n3
軒,のき,n3
残す,のこす,n3
残り,のこり,n3
乗せる,のせる,n3
除く,のぞく,n3
望み,のぞみ,n3
望む,のぞむ,n3
後,のち,n3
ノック,ノック,n3
喉,のど,n3
伸ばす,のばす,n3
伸びる,のびる,n3
述べる,のべる,n3
昇る,のぼる,n3
のんびり,のんびり,n3
場,ば,n3
はあ,はあ,n3
パーセント,パーセント,n3
はい,はい,n3
灰,はい,n3
梅雨,ばいう,n3
バイオリン,バイオリン,n3
ハイキング,ハイキング,n3
配達,はいたつ,n3
パイプ,パイプ,n3
俳優,はいゆう,n3
パイロット,パイロット,n3
墓,はか,n3
馬鹿,ばか,n3
博士,はかせ,n3
計る,はかる,n3
履く,はく,n3
吐く,はく,n3
拍手,はくしゅ,n3
莫大,ばくだい,n3
爆発,ばくはつ,n3
博物館,はくぶつかん,n3
激しい,はげしい,n3
はさみ,はさみ,n3
破産,はさん,n3
端,はし,n3
始まり,はじまり,n3
パス,パス,n3
外す,はずす,n3
パスポート,パスポート,n3
旗,はた,n3
肌,はだ,n3
裸,はだか,n3
畑,はたけ,n3
二十,はたち,n3
働き,はたらき,n3
バッグ,バッグ,n3
発見,はっけん,n3
発行,はっこう,n3
発車,はっしゃ,n3
罰する,ばっする,n3
発達,はったつ,n3
ばったり,ばったり,n3
発展,はってん,n3
発表,はっぴょう,n3
発明,はつめい,n3
話し合う,はなしあう,n3
離す,はなす,n3
放す,はなす,n3
離れる,はなれる,n3
羽,はね,n3
幅,はば,n3
母親,ははおや,n3
省く,はぶく,n3
場面,ばめん,n3
腹,はら,n3
原,はら,n3
針,はり,n3
張る,はる,n3
番,ばん,n3
バン,バン,n3
範囲,はんい,n3
反抗,はんこう,n3
犯罪,はんざい,n3
ハンサム,ハンサム,n3
判断,はんだん,n3
犯人,はんにん,n3
販売,はんばい,n3
灯,ひ,n3
ビール,ビール,n3
被害,ひがい,n3
比較,ひかく,n3
轢く,ひく,n3
ピクニック,ピクニック,n3
悲劇,ひげき,n3
飛行,ひこう,n3
膝,ひざ,n3
非常,ひじょう,n3
美人,びじん,n3
額,ひたい,n3
びっくり,びっくり,n3
日付,ひづけ,n3
必死,ひっし,n3
ぴったり,ぴったり,n3
引っ張る,ひっぱる,n3
否定,ひてい,n3
ビデオ,ビデオ,n3
一言,ひとこと,n3
人込み,ひとごみ,n3
等しい,ひとしい,n3
独り,ひとり,n3
一人一人,ひとりひとり,n3
批判,ひはん,n3
批評,ひひょう,n3
秘密,ひみつ,n3
微妙,びみょう,n3
紐,ひも,n3
費用,ひよう,n3
表,ひょう,n3
秒,びょう,n3
評価,ひょうか,n3
表現,ひょうげん,n3
表情,ひょうじょう,n3
平等,びょうどう,n3
評判,ひょうばん,n3
表面,ひょうめん,n3
広がる,ひろがる,n3
品,ひん,n3
瓶,びん,n3
便,びん,n3
ピン,ピン,n3
不,ふ,n3
不,ぶ,n3
無,ぶ,n3
分,ぶ,n3
不安,ふあん,n3
風景,ふうけい,n3
夫婦,ふうふ,n3
笛,ふえ,n3
不可,ふか,n3
武器,ぶき,n3
服装,ふくそう,n3
含む,ふくむ,n3
袋,ふくろ,n3
不幸,ふこう,n3
節,ふし,n3
無事,ぶじ,n3
不思議,ふしぎ,n3
不自由,ふじゆう,n3
夫人,ふじん,n3
婦人,ふじん,n3
不正,ふせい,n3
防ぐ,ふせぐ,n3
不足,ふそく,n3
舞台,ぶたい,n3
双子,ふたご,n3
再び,ふたたび,n3
普段,ふだん,n3
縁,ふち,n3
打つ,ぶつ,n3
物価,ぶっか,n3
物質,ぶっしつ,n3
物理,ぶつり,n3
筆,ふで,n3
ふと,ふと,n3
船,ふね,n3
部分,ぶぶん,n3
不平,ふへい,n3
不満,ふまん,n3
プラス,プラス,n3
プラン,プラン,n3
不利,ふり,n3
振る,ふる,n3
震える,ふるえる,n3
ブレーキ,ブレーキ,n3
触れる,ふれる,n3
風呂,ふろ,n3
プロ,プロ,n3
分,ぶん,n3
文,ぶん,n3
雰囲気,ふんいき,n3
分析,ぶんせき,n3
文明,ぶんめい,n3
分野,ぶんや,n3
塀,へい,n3
平均,へいきん,n3
平和,へいわ,n3
別に,べつに,n3
減らす,へらす,n3
減る,へる,n3
ベルト,ベルト,n3
変化,へんか,n3
ペンキ,ペンキ,n3
勉強,べんきょう,n3
変更,へんこう,n3
ベンチ,ベンチ,n3
弁当,べんとう,n3
方,ほう,n3
法,ほう,n3
棒,ぼう,n3
冒険,ぼうけん,n3
方向,ほうこう,n3
報告,ほうこく,n3
宝石,ほうせき,n3
放送,ほうそう,n3
豊富,ほうふ,n3
方法,ほうほう,n3
方々,ほうぼう,n3
訪問,ほうもん,n3
吠える,ほえる,n3
ボーイ,ボーイ,n3
ボート,ボート,n3
ホーム,ホーム,n3
ボール,ボール,n3
他,ほか,n3
外,ほか,n3
誇り,ほこり,n3
埃,ほこり,n3
保証,ほしょう,n3
保存,ほぞん,n3
程,ほど,n3
歩道,ほどう,n3
仏,ほとけ,n3
骨,ほね,n3
炎,ほのお,n3
頬,ほほ,n3
頬,ほお,n3
ほぼ,ほぼ,n3
微笑む,ほほえむ,n3
褒める,ほめる,n3
濠,ほり,n3
本当,ほんと,n3
本当,ほんとう,n3
本人,ほんにん,n3
本物,ほんもの,n3
ぼんやり,ぼんやり,n3
間,ま,n3
まあ,まあ,n3
マーケット,マーケット,n3
マイク,マイク,n3
迷子,まいご,n3
任せる,まかせる,n3
幕,まく,n3
負け,まけ,n3
孫,まご,n3
まさか,まさか,n3
まさに,まさに,n3
真面目,まじめ,n3
増す,ます,n3
先ず,まず,n3
貧しい,まずしい,n3
マスター,マスター,n3
ますます,ますます,n3
又,また,n3
未だ,まだ,n3
街,まち,n3
間違い,まちがい,n3
松,まつ,n3
真っ赤,まっか,n3
真っ直ぐ,まっすぐ,n3
全く,まったく,n3
祭,まつり,n3
学ぶ,まなぶ,n3
真似,まね,n3
招く,まねく,n3
ママ,ママ,n3
豆,まめ,n3
守る,まもる,n3
丸,まる,n3
円,まる,n3
丸い,まるい,n3
まるで,まるで,n3
回す,まわす,n3
回り,まわり,n3
万一,まんいち,n3
満足,まんぞく,n3
身,み,n3
実,み,n3
見送り,みおくり,n3
味方,みかた,n3
見事,みごと,n3
ミス,ミス,n3
満ちる,みちる,n3
密,みつ,n3
認める,みとめる,n3
皆,みんな,n3
見舞い,みまい,n3
土産,みやげ,n3
都,みやこ,n3
妙,みょう,n3
明後日,みょうごにち,n3
未来,みらい,n3
魅力,みりょく,n3
見る,みる,n3
ミルク,ミルク,n3
無,む,n3
向かい,むかい,n3
迎え,むかえ,n3
向く,むく,n3
向ける,むける,n3
無視,むし,n3
虫歯,むしば,n3
寧ろ,むしろ,n3
結ぶ,むすぶ,n3
無駄,むだ,n3
夢中,むちゅう,n3
胸,むね,n3
無料,むりょう,n3
芽,め,n3
明確,めいかく,n3
命じる,めいじる,n3
名人,めいじん,n3
命令,めいれい,n3
迷惑,めいわく,n3
飯,めし,n3
滅多に,めったに,n3
メモ,メモ,n3
面,めん,n3
綿,めん,n3
免許,めんきょ,n3
面倒,めんどう,n3
メンバー,メンバー,n3
申し込む,もうしこむ,n3
申し訳,もうしわけ,n3
毛布,もうふ,n3
燃える,もえる,n3
目的,もくてき,n3
目標,もくひょう,n3
木曜,もくよう,n3
文字,もじ,n3
文字,もんじ,n3
もしも,もしも,n3
持ち上げ,もちあげる,n3
用いる,もちいる,n3
勿論,もちろん,n3
最も,もっとも,n3
尤も,もっとも,n3
元,もと,n3
基,もと,n3
素,もと,n3
戻す,もどす,n3
基づく,もとづく,n3
求める,もとめる,n3
者,もの,n3
物音,ものおと,n3
物語,ものがたり,n3
物事,ものごと,n3
模様,もよう,n3
貰う,もらう,n3
文句,もんく,n3
やがて,やがて,n3
役,やく,n3
約,やく,n3
訳,やく,n3
役割,やくわり,n3
家賃,やちん,n3
厄介,やっかい,n3
宿,やど,n3
雇う,やとう,n3
屋根,やね,n3
やはり,やはり,n3
破る,やぶる,n3
辞める,やめる,n3
やや,やや,n3
唯一,ゆいいつ,n3
勇気,ゆうき,n3
有効,ゆうこう,n3
優秀,ゆうしゅう,n3
優勝,ゆうしょう,n3
友情,ゆうじょう,n3
友人,ゆうじん,n3
有能,ゆうのう,n3
郵便,ゆうびん,n3
夕べ,ゆうべ,n3
ユーモア,ユーモア,n3
有利,ゆうり,n3
床,ゆか,n3
愉快,ゆかい,n3
輸出,ゆしゅつ,n3
譲る,ゆずる,n3
豊か,ゆたか,n3
ゆっくり,ゆっくり,n3
輸入,ゆにゅう,n3
許す,ゆるす,n3
夜,よ,n3
夜明け,よあけ,n3
様,よう,n3
酔う,よう,n3
容易,ようい,n3
陽気,ようき,n3
要求,ようきゅう,n3
用心,ようじん,n3
様子,ようす,n3
要するに,ようするに,n3
要素,ようそ,n3
要点,ようてん,n3
曜日,ようび,n3
ヨーロッパ,ヨーロッパ,n3
予期,よき,n3
横切る,よこぎる,n3
予算,よさん,n3
止す,よす,n3
予測,よそく,n3
ヨット,ヨット,n3
夜中,よなか,n3
世の中,よのなか,n3
余分,よぶん,n3
予報,よほう,n3
予防,よぼう,n3
読み,よみ,n3
嫁,よめ,n3
余裕,よゆう,n3
より,より,n3
よると,よると,n3
喜び,よろこび,n3
宜しい,よろしい,n3
よろしく,よろしく,n3
四,よん,n3
来,らい,n3
ライター,ライター,n3
楽,らく,n3
ラケット,ラケット,n3
利益,りえき,n3
理解,りかい,n3
陸,りく,n3
利口,りこう,n3
離婚,りこん,n3
理想,りそう,n3
率,りつ,n3
立派,りっぱ,n3
留学,りゅうがく,n3
流行,りゅうこう,n3
量,りょう,n3
両替,りょうがえ,n3
料金,りょうきん,n3
例,れい,n3
礼,れい,n3
礼儀,れいぎ,n3
冷静,れいせい,n3
列,れつ,n3
列車,れっしゃ,n3
レポート,レポート,n3
練習,れんしゅう,n3
連想,れんそう,n3
連続,れんぞく,n3
老人,ろうじん,n3
労働,ろうどう,n3
ロケット,ロケット,n3
論じる,ろんじる,n3
論争,ろんそう,n3
論文,ろんぶん,n3
輪,わ,n3
ワイン,ワイン,n3
わがまま,わがまま,n3
別れ,わかれ,n3
脇,わき,n3
分ける,わける,n3
わざと,わざと,n3
僅か,わずか,n3
綿,わた,n3
話題,わだい,n3
笑い,わらい,n3
割る,わる,n3
悪口,わるくち,n3
我々,われわれ,n3
湾,わん,n3
あ,あ,n4
ああ,ああ,n4
あいさつ,あいさつ,n4
間,あいだ,n4
合う,あう,n4
あかちゃん,あかちゃん,n4
上る,あがる,n4
赤ん坊,あかんぼう,n4
空く,あく,n4
アクセサリー,アクセサリー,n4
あげる,あげる,n4
浅い,あさい,n4
味,あじ,n4
アジア,アジア,n4
明日,あす,n4
遊び,あそび,n4
集る,あつまる,n4
集める,あつめる,n4
アナウンサー,アナウンサー,n4
アフリカ,アフリカ,n4
アメリカ,アメリカ,n4
謝る,あやまる,n4
アルコール,アルコール,n4
アルバイト,アルバイト,n4
安心,あんしん,n4
安全,あんぜん,n4
あんな,あんな,n4
案内,あんない,n4
以下,いか,n4
以外,いがい,n4
医学,いがく,n4
生きる,いきる,n4
意見,いけん,n4
石,いし,n4
いじめる,いじめる,n4
以上,いじょう,n4
急ぐ,いそぐ,n4
致す,いたす,n4
いただく,いただく,n4
一度,いちど,n4
一生懸命,いっしょうけんめい,n4
いっぱい,いっぱい,n4
糸,いと,n4
以内,いない,n4
田舎,いなか,n4
祈る,いのる,n4
いらっしゃる,いらっしゃる,n4
植える,うえる,n4
うかがう,うかがう,n4
受付,うけつけ,n4
受ける,うける,n4
動く,うごく,n4
うそ,うそ,n4
うち,うち,n4
打つ,うつ,n4
美しい,うつくしい,n4
写す,うつす,n4
移る,うつる,n4
腕,うで,n4
うまい,うまい,n4
裏,うら,n4
売り場,うりば,n4
うれしい,うれしい,n4
うん,うん,n4
運転,うんてん,n4
運転手,うんてんしゅ,n4
運動,うんどう,n4
エスカレーター,エスカレーター,n4
枝,えだ,n4
選ぶ,えらぶ,n4
遠慮,えんりょ,n4
おいでになる,おいでになる,n4
お祝い,おいわい,n4
オートバイ,オートバイ,n4
おかげ,おかげ,n4
おかしい,おかしい,n4
億,おく,n4
屋上,おくじょう,n4
贈り物,おくりもの,n4
送る,おくる,n4
遅れる,おくれる,n4
起す,おこす,n4
行う,おこなう,n4
怒る,おこる,n4
押し入れ,おしいれ,n4
お嬢さん,おじょうさん,n4
お宅,おたく,n4
落る,おちる,n4
おっしゃる,おっしゃる,n4
夫,おっと,n4
おつり,おつり,n4
音,おと,n4
落す,おとす,n4
踊り,おどり,n4
踊る,おどる,n4
驚く,おどろく,n4
お祭り,おまつり,n4
お見舞い,おみまい,n4
お土産,おみやげ,n4
思い出す,おもいだす,n4
思う,おもう,n4
おもちゃ,おもちゃ,n4
表,おもて,n4
親,おや,n4
下りる,おりる,n4
折る,おる,n4
お礼,おれい,n4
折れる,おれる,n4
終わり,おわり,n4
カーテン,カーテン,n4
海岸,かいがん,n4
会議,かいぎ,n4
会議室,かいぎしつ,n4
会場,かいじょう,n4
会話,かいわ,n4
帰り,かえり,n4
変える,かえる,n4
科学,かがく,n4
鏡,かがみ,n4
掛ける,かける,n4
飾る,かざる,n4
火事,かじ,n4
ガス,ガス,n4
ガソリン,ガソリン,n4
ガソリンスタンド,ガソリンスタンド,n4
堅,かたい,n4
硬,かたい,n4
固い,かたい,n4
形,かたち,n4
片付ける,かたづける,n4
課長,かちょう,n4
勝つ,かつ,n4
かっこう,かっこう,n4
家内,かない,n4
悲しい,かなしい,n4
必ず,かならず,n4
金持ち,かねもち,n4
お金持ち,おかねもち,n4
彼女,かのじょ,n4
壁,かべ,n4
かまう,かまう,n4
髪,かみ,n4
噛む,かむ,n4
通う,かよう,n4
ガラス,ガラス,n4
彼,かれ,n4
彼ら,かれら,n4
乾く,かわく,n4
代わり,かわり,n4
変わる,かわる,n4
考える,かんがえる,n4
関係,かんけい,n4
看護師,かんごし,n4
簡単,かんたん,n4
気,き,n4
機会,きかい,n4
危険,きけん,n4
聞こえる,きこえる,n4
汽車,きしゃ,n4
技術,ぎじゅつ,n4
季節,きせつ,n4
規則,きそく,n4
きっと,きっと,n4
絹,きぬ,n4
厳しい,きびしい,n4
気分,きぶん,n4
決る,きまる,n4
君,きみ,n4
決める,きめる,n4
気持ち,きもち,n4
着物,きもの,n4
客,きゃく,n4
急,きゅう,n4
急行,きゅうこう,n4
教育,きょういく,n4
教会,きょうかい,n4
競争,きょうそう,n4
興味,きょうみ,n4
近所,きんじょ,n4
具合,ぐあい,n4
空気,くうき,n4
空港,くうこう,n4
草,くさ,n4
くださる,くださる,n4
首,くび,n4
雲,くも,n4
比べる,くらべる,n4
くれる,くれる,n4
暮れる,くれる,n4
君,くん,n4
毛,け,n4
計画,けいかく,n4
経験,けいけん,n4
経済,けいざい,n4
警察,けいさつ,n4
ケーキ,ケーキ,n4
けが,けが,n4
景色,けしき,n4
消しゴム,けしゴム,n4
下宿,げしゅく,n4
決して,けっして,n4
けれど,けれど,n4
けれど,けれども,n4
けれども,けれど,n4
けれども,けれども,n4
原因,げんいん,n4
けんか,けんか,n4
研究,けんきゅう,n4
研究室,けんきゅうしつ,n4
見物,けんぶつ,n4
子,こ,n4
こう,こう,n4
郊外,こうがい,n4
講義,こうぎ,n4
工業,こうぎょう,n4
高校,こうこう,n4
高校生,こうこうせい,n4
工場,こうじょう,n4
校長,こうちょう,n4
交通,こうつう,n4
講堂,こうどう,n4
高等学校,こうとうがっこう,n4
公務員,こうむいん,n4
国際,こくさい,n4
心,こころ,n4
御主人,ごしゅじん,n4
故障,こしょう,n4
ご存じ,ごぞんじ,n4
答,こたえ,n4
ごちそう,ごちそう,n4
こと,こと,n4
小鳥,ことり,n4
このあいだ,このあいだ,n4
このごろ,このごろ,n4
細かい,こまかい,n4
ごみ,ごみ,n4
込む,こむ,n4
米,こめ,n4
ごらんになる,ごらんになる,n4
これから,これから,n4
怖い,こわい,n4
壊す,こわす,n4
壊れる,こわれる,n4
コンサート,コンサート,n4
今度,こんど,n4
コンピュータ,コンピュータ,n4
コンピュータ,コンピューター,n4
コンピューター,コンピュータ,n4
コンピューター,コンピューター,n4
今夜,こんや,n4
最近,さいきん,n4
最後,さいご,n4
最初,さいしょ,n4
坂,さか,n4
探す,さがす,n4
下る,さがる,n4
盛ん,さかん,n4
下げる,さげる,n4
差し上げる,さしあげる,n4
さっき,さっき,n4
寂しい,さびしい,n4
さ来月,さらいげつ,n4
さ来週,さらいしゅう,n4
サラダ,サラダ,n4
騒ぐ,さわぐ,n4
触る,さわる,n4
産業,さんぎょう,n4
サンダル,サンダル,n4
サンドイッチ,サンドイッチ,n4
残念,ざんねん,n4
市,し,n4
字,じ,n4
試合,しあい,n4
仕方,しかた,n4
しかる,しかる,n4
試験,しけん,n4
事故,じこ,n4
地震,じしん,n4
時代,じだい,n4
下着,したぎ,n4
支度,したく,n4
しっかり,しっかり,n4
失敗,しっぱい,n4
辞典,じてん,n4
品物,しなもの,n4
しばらく,しばらく,n4
島,しま,n4
市民,しみん,n4
事務所,じむしょ,n4
社会,しゃかい,n4
社長,しゃちょう,n4
じゃま,じゃま,n4
ジャム,ジャム,n4
自由,じゆう,n4
習慣,しゅうかん,n4
住所,じゅうしょ,n4
柔道,じゅうどう,n4
十分,じゅうぶん,n4
出席,しゅっせき,n4
出発,しゅっぱつ,n4
趣味,しゅみ,n4
準備,じゅんび,n4
紹介,しょうかい,n4
小学校,しょうがっこう,n4
小説,しょうせつ,n4
招待,しょうたい,n4
承知,しょうち,n4
将来,しょうらい,n4
食事,しょくじ,n4
食料品,しょくりょうひん,n4
女性,じょせい,n4
知らせる,しらせる,n4
調べる,しらべる,n4
人口,じんこう,n4
神社,じんじゃ,n4
親切,しんせつ,n4
心配,しんぱい,n4
新聞社,しんぶんしゃ,n4
水泳,すいえい,n4
水道,すいどう,n4
ずいぶん,ずいぶん,n4
数学,すうがく,n4
スーツ,スーツ,n4
スーツケース,スーツケース,n4
過ぎる,すぎる,n4
すく,すく,n4
スクリーン,スクリーン,n4
凄い,すごい,n4
進む,すすむ,n4
すっかり,すっかり,n4
すっと,すっと,n4
ステーキ,ステーキ,n4
捨てる,すてる,n4
ステレオ,ステレオ,n4
砂,すな,n4
すばらしい,すばらしい,n4
滑る,すべる,n4
隅,すみ,n4
済む,すむ,n4
すり,すり,n4
すると,すると,n4
生活,せいかつ,n4
生産,せいさん,n4
政治,せいじ,n4
西洋,せいよう,n4
世界,せかい,n4
席,せき,n4
説明,せつめい,n4
背中,せなか,n4
ぜひ,ぜひ,n4
世話,せわ,n4
線,せん,n4
ぜんぜん,ぜんぜん,n4
戦争,せんそう,n4
先輩,せんぱい,n4
そう,そう,n4
相談,そうだん,n4
育てる,そだてる,n4
卒業,そつぎょう,n4
祖父,そふ,n4
ソフト,ソフト,n4
祖母,そぼ,n4
それで,それで,n4
それに,それに,n4
それほど,それほど,n4
そろそろ,そろそろ,n4
そんな,そんな,n4
そんなに,そんなに,n4
退院,たいいん,n4
大学生,だいがくせい,n4
大事,だいじ,n4
大体,だいたい,n4
たいてい,たいてい,n4
タイプ,タイプ,n4
大分,だいぶ,n4
台風,たいふう,n4
倒れる,たおれる,n4
だから,だから,n4
